id,uuid,name,category,equipment,muscles_primary,muscles_secondary,license,description_html
1010,b646e62d-c616-4460-b4d1-23cc6a6ddb51,Back neck stretch,Back,none (bodyweight exercise),,,CC-BY-SA 4,"<p>Starting position:</p><p>Sit upright on a chair or a firm pillow.</p><p>Steps:</p><ol><li>Breathe out and tilt your head forward, chin to chest, putting hands behind your head.</li><li>Use your hands to pull your head down lightly and press against your hands with your head to balance out the force.</li><li>Hold for a bit.</li><li>Relax your arms and head, opening up a bit with your shoulders.</li><li>Keep repeating this from step 2 onward.</li></ol>"
1012,a136959c-b0c8-49d3-99b9-0a5f41abf00e,Alternating bicep curls,Arms,Dumbbell,,,CC-BY-SA 4,"<p>Starting position:</p><p>Start standing up with dumbbells in each hand, your back straight and feet hip-width apart. Your arms should be relaxed, pointing down. Your knees should be slightly bent, your abs contracted, and your shoulders down.</p><p>Steps:</p><ol><li>Bend one arm at the elbow, bringing the dumbbell up to your shoulder. Your upper arm should remain motionless during this movement.</li><li>Bring the dumbbell back down until your arm is in its original relaxed position.</li><li>Repeat, switching arms.</li></ol>"
1013,7f8997d2-e21f-492f-a470-b9f0c5e54f1d,Left levator scapulae stretch,Back,none (bodyweight exercise),,,CC-BY-SA 4,"<p>Starting position:</p><p>Start standing up or sitting down. Turn your head to the left, around 45 degrees or just above your nipple. Place your right hand behind your back or sit on it. Take your left hand and use it to hold the back of your head. Lean your head down slightly.</p><p>Steps:</p><ol><li>After assuming the starting position, press your head against your left hand with slight force. Your hand should press back with equal force, so that your head doesn't move. Hold this position.</li></ol>"
1014,8374a856-9293-4b90-900e-00c3bfe21cc4,Right levator scapulae stretch,Back,none (bodyweight exercise),,,CC-BY-SA 4,"<p>Starting position:</p><p>Start standing up or sitting down. Turn your head to the right, around 45 degrees or just above your nipple. Place your left hand behind your back or sit on it. Take your right hand and use it to hold the back of your head. Lean your head down slightly.</p><p>Steps:</p><ol><li>After assuming the starting position, press your head against your right hand with slight force. Your hand should press back with equal force, so that your head doesn't move. Hold this position.</li></ol>"
1015,b50a3d3e-cf75-42de-8729-80e163748fb1,Clockwise neck circles,Back,none (bodyweight exercise),,,CC-BY-SA 4,"<p>Starting position:</p><p>Start sitting or standing. Drop your head down, bringing your chin toward your chest, but not pushing.</p><p>Steps:</p><p>In a slower fluid motion and with your head relaxed and not pushing in any direction:</p><ol><li>lean toward your right shoulder.</li><li>then bring your head back, facing up.</li><li>then lean toward your left shoulder.4.and back toward the starting position.</li></ol><p>Keep repeating this as part of one slower fluid motion.</p>"
1016,00ecb956-9483-4d08-a9b1-6a236d4d8ff3,Counterclockwise neck circles,Back,none (bodyweight exercise),,,CC-BY-SA 4,"<p>Starting position:</p><p>Start sitting or standing. Drop your head down, bringing your chin toward your chest, but not pushing.</p><p>Steps:</p><p>In a slower fluid motion and with your head relaxed and not pushing in any direction:</p><ol><li>lean toward your left shoulder.</li><li>then bring your head back, facing up.</li><li>then lean toward your right shoulder.4.and back toward the starting position.</li></ol><p>Keep repeating this as part of one slower fluid motion.</p>"
1017,8bffd3b2-663a-4617-9d95-dce24e795470,Neck half circles,Back,none (bodyweight exercise),,,CC-BY-SA 4,"<p>Starting position:</p><p>Start sitting or standing. Lean your head against one of your shoulders, but don't push.</p><p>Steps:</p><p>In one slower fluid motion and with your head relaxed and not pushing in any direction:</p><ol><li>bring your head down toward your chest.</li><li>then lean back aganst your other shoulder.</li><li>then back toward the chest again.4.and finally toward the starting position.</li></ol><p>Keep repeating this.</p>"
1018,36eaf240-db34-4d83-bba9-94d0e989c9e2,Head tilts,Back,none (bodyweight exercise),,,CC-BY-SA 4,<p>Starting position:</p><p>Sit or stand with your back straight.</p><p>Steps:</p><ol><li>Tilt your head to one side and hold for a bit.2.Return your head to neutral position and hold for a bit.</li><li>Tilt your head to the other side and hold for a bit.</li><li>Return your head to neutral position yet again and hold for a bit.</li><li>Repeat.</li></ol>
1019,5e2761cf-839e-435e-bedb-35e132dcb5ce,Side plank right,Abs,none (bodyweight exercise),,,CC-BY-SA 4,"<p>Starting position:</p><p>Lie down on your side, with your bottom elbow at a right angle, arm sticking out. Lift your pelvis off the floor by lifting your bottom shoulder up, keeping the forearm on the floor; your head, pelvis, and feet should be in a straight line.</p><p>Steps:</p><ol><li>Hold this position.</li></ol>"
1020,ec9dca8d-1456-430a-abed-70b8bab4779a,Pistol squats right,Legs,none (bodyweight exercise),,,CC-BY-SA 4,"<ol><li>Stand on one leg, with your other leg straight and slightly forward.</li><li>Bend one knee slowly, descending into a squat and keeping your back and your other leg straight.</li><li>Slowly raise yourself from the squat, straightening the bent knee and keeping the other leg straight.</li><li>Repeat.</li></ol>"
1021,04ba9a37-4725-43f0-a0b6-767cdab9a79e,"Calf raises, right leg",Calves,none (bodyweight exercise),,,CC-BY-SA 4,<ol><li>Stand on the floor or on the edge of a step to increase the range of movement.&nbsp;</li><li>Raise one foot.</li><li>Lift your heel until you're standing on your toes.</li><li><i>(variable) </i>Stay in this position for three seconds</li><li>Slowly lower your foot until you almost touch the ground with your heel - don't slam your foot!</li></ol>
910,9b0f7101-b78a-4c47-b680-fbef15469a8a,Nordic Curl,Legs,,Hamstrings,Glutes,CC-BY-SA 4,"<p style="""">The Nordic hamstring curl is one of the best lower-body exercises to&nbsp;build posterior leg strength, improve knee health, and prevent injury.</p>"
913,edc44b1a-35d7-4c37-ab20-05842fb40576,Reverse Preacher Curl (Close Grip),Arms,SZ-Bar,Biceps,,CC-BY-SA 4,Sitting reverse on a Biceps Bench with a close grip
925,ef2df6a2-41df-4a25-b2e0-4808dc2c3305,SMITH MACHINE SLIGHT INCLINE PRESS,Chest,,Chest,,CC-BY-SA 4,"laying under smith machine, with slight incline"
158,63fbb8e5-6ebc-4def-8844-3e65e097213b,Close-grip Lat Pull Down,Back,,Lats,,CC-BY-SA 3,"<p>Grip the pull-down bar with your hands closer than shoulder width apart, with your palms facing away from you. Lean back slightly. Pull the bar down towards your chest, keeping your elbows close to your sides as you come down. Pull your shoulders back at the end of the motion.</p>"
124,8c6428f3-d41d-4ffc-8444-bb9b823bc42b,Braced Squat,Legs,,Quads,Glutes,CC-BY-SA 4,"<p>Stand with feet slightly wider than shoulder-width apart, while standing as tall as you can.</p>
<p>Grab a weight plate and hold it out in front of your body with arms straight out. Keep your core tight and stand with a natural arch in your back.</p>
<p>Now, push hips back and bend knees down into a squat as far as you can. Hold for a few moments and bring yourself back up to the starting position.</p>"
51,cfb6a754-57be-431b-b8d0-d9963120bd5a,Barbell Wrist Curl,Arms,Barbell; Bench,Shoulders; Hamstrings,Biceps; Obliquus externus abdominis,CC-BY-SA 4,"<p>Sitting on a bench, grab a barbell with your palms facing up and your hands shoulder-width apart. Rest your forearms on your thighs and allow your wrists to hang over your knees. Perform the movement by curling your palms and wrists towards your face.</p>
<p>Pause for a moment in the top position, then slowly return the barbell to the starting position.</p>
<p> </p>"
146,0d79f259-3b28-4258-8a08-cffec062a710,Calf Press Using Leg Press Machine,Calves,,Calves; Soleus,,CC-BY-SA 4,"<p>Put  the balls of your feet on an extended leg press pad.  Use your calves to press the weight by flexing your feet/toes into a pointed position, and releasing back into a relaxed position.</p>
<p>This exercise builds mass and strength in the Gastrocnemius and Soleus muscles as well, if not better, than any calf exercise.</p>"
154,424da49e-d155-4247-bbb2-161a5c797789,Chin-ups,Back,Pull-up bar,Lats,,CC-BY-SA 3,"<p>The chin-up (also known as a chin or chinup) is a strength training exercise. People frequently do this exercise with the intention of strengthening muscles such as the latissimus dorsi and biceps, which extend the shoulder and flex the elbow, respectively. In this maneuver, the palms are faced towards the body. It is a form of pull-up in which the range of motion is established in relation to a person's chin.</p>"
148,95a9cc46-270e-45f2-8a17-5665a23ff70b,Calf Raises on Hackenschmitt Machine,Calves,,Calves,Soleus,CC-BY-SA 3,"<p>Place yourself on the machine with your back firmly against the backrest, the feet are on the platform for calf raises. Check that the feet are half free and that you can completely stretch the calf muscles down.</p>
<p>With straight knees pull up your weight as much as you can. Go with a fluid movement down till the calves are completely stretched. Repeat.</p>"
137,80ff0a3a-ae45-497d-8c27-2b12e3b6e1b8,Butterfly Narrow Grip,Chest,,Chest,,CC-BY-SA 3,"<p>The movement is the same as with a regular butterfly, only that the grip is narrow:</p>
<p>Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.</p>"
165,36391719-d4ad-4e0f-991f-8eafd5947108,Ball crunches,Abs,,,,CC-BY-SA 4,
135,99449eae-0eae-44ab-a57f-fc094bbdda13,Butterfly,Chest,,Chest,Shoulders,CC-BY-SA 3,"<p>Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.</p>"
172,401989e0-64c3-459d-bc47-2c171ab4f41d,Crunches on Machine,Abs,,Abs,,CC-BY-SA 3,"<p>The procedure is very similar as for regular crunches, only with the additional weight of the machine. Sit on the machine, put both feet firmly on the ground. Grab the to the weights, cables, etc. and do a rolling motion forwards (the spine should ideally lose touch vertebra by vertebra). Slowly return to the starting position. </p>"
132,48ee1385-47c5-4821-8b6a-57fac6130776,Burpees,Chest,,,,CC-BY-SA 4,"<p>Jump, lay down on your chest, do a pushup then jump, repeat</p>"
171,7de7b8a8-313d-465f-bb22-8527ae45110a,Incline Crunches,Abs,Incline bench,Abs,,CC-BY-SA 3,"<p>Lay down on your back on a inclined bench, feet are on one end of the bench. Ask a partner or use some other help (barbell, etc.) to keep them fixed, your hands are behind your head. From this position move your upper body up till your head or elbows touch your knees. Do this movement by rolling up your back.</p>"
139,a6605e9c-887d-45e0-8282-617a8ec5fea2,Butterfly Reverse,Shoulders,,Shoulders,,CC-BY-SA 3,
167,b186f1f8-4957-44dc-bf30-d0b00064ce6f,Crunches,Abs,Gym mat,Abs,Serratus anterior,CC-BY-SA 3,"<p>Lay down on your back a soft surface, the feet are on the floor. Ask a partner or use some other help (barbell, etc.) to keep them fixed, your hands are behind your head. From this position move your upper body up till your head or elbows touch your knees. Do this movement by rolling up your back.</p>"
174,b7ff64bc-7a7c-4dbc-af6f-fabc20425f5f,Crunches With Legs Up,Abs,,Abs,Obliquus externus abdominis,CC-BY-SA 4,"<p>On your back, legs extended straight up, reach toward your toes with your hands and lift your shoulder blades off the ground and back.</p>"
129,5c414175-fe72-455a-ba8f-a0575cf792bd,Chest Press,Chest,,Chest,,CC-BY-SA 3,
161,6e00afb6-272d-44a2-8ae3-e7fa41b50f06,Cross-Bench Dumbbell Pullovers,Chest,Dumbbell,Lats; Chest; Serratus anterior,,CC-BY-SA 3,"<p>Grasp a moderately weighted dumbbell so your palms are flat against the underside of the top plates and your thumbs are around the bar. Lie on your back across a flat bench so only your upper back and shoulders are in contact with the bench. Your feet should be set about shoulder-width apart and your head should hang slightly downward. With the dumbbell supported at arm's length directly about your chest, bend your arms about 15 degrees and keep them bent throughout the movement. Slowly lower the dumbbell backward and downward in a semicircle arc to as low a position as is comfortably possible. Raise it slowly back along the same arc to the starting point, and repeat for the required number of repetitions.</p>"
182,74d4697d-8a97-4ea2-9d05-fa4d2bd7221e,Deadhang,Arms,,,,CC-BY-SA 4,<p>Deadhang performed on an edge either with or without added weight (adujst edge or weight to adjust difficulty)</p>
177,8dedde58-a5dc-4a23-ad20-fd7cf524f8b5,Cycling,Cardio,none (bodyweight exercise),Obliquus externus abdominis; Trapezius,Hamstrings; Brachialis; Glutes; Lats; Quads,CC0,"Cycling, also called bicycling or biking, is the use of bicycles for transport, recreation, exercise or sport. People engaged in cycling are referred to as cyclists, bicyclists, or bikers. Apart from two-wheeled bicycles, cycling also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles."
145,c867836d-2929-4977-b23c-014bc21ec08d,Cable Woodchoppers,Abs,,Obliquus externus abdominis,,CC-BY-SA 3,"<p>Set cable pulley slightly lower than chest height. Keep body facing forward with hips stable.  Grab the pulley handle, fully extend your arms and bring your arms forward and across your body. Hold for 1 second at the end of the movement and slowly return to starting position.</p>"
